6/10/2007	92	56
6/11/2007	84	56
6/12/2007	81	54
6/13/2007	88	55
6/14/2007	90	61
6/15/2007	93	60
6/16/2007	100	62
6/17/2007	83	55
6/18/2007	80	50
6/19/2007	93	57
6/20/2007	98	67
6/21/2007	95	64
6/22/2007	98	62
6/23/2007	94	69
6/24/2007	93	71
6/25/2007	86	60
6/26/2007	89	57
6/27/2007	97	63
6/28/2007	99	68
6/29/2007	100	69
6/30/2007	95	60
7/1/2007	98	61
7/2/2007	99	61
7/3/2007	94	64
7/4/2007	97	64
7/5/2007	101	67
7/6/2007	103	78
7/7/2007	101	75
7/8/2007	96	65
7/9/2007	99	67
7/10/2007	100	67
7/11/2007	99	69
7/12/2007	91	74
7/13/2007	98	71
7/14/2007	104	74
7/15/2007	105	78
7/16/2007	95	74
7/17/2007	94	70
7/18/2007	101	73
7/19/2007	102	74
7/20/2007	100	75
7/21/2007	100	75
7/22/2007	99	74
7/23/2007	99	77
7/24/2007	91	73
7/25/2007	87	66
7/26/2007	89	65
7/27/2007	90	64
7/28/2007	96	68
7/29/2007	99	69
7/30/2007	102	73
7/31/2007	97	74
8/1/2007	93	77
8/2/2007	84	72
8/3/2007	89	71
8/4/2007	94	69
8/5/2007	95	67
8/6/2007	94	67
8/7/2007	93	68
8/8/2007	92	61
8/9/2007	96	68
8/10/2007	96	73
8/11/2007	98	66
8/12/2007	100	71
8/13/2007	102	74
8/14/2007	100	76
8/15/2007	96	74
8/16/2007	100	75
8/17/2007	95	68
8/18/2007	89	67
8/19/2007	98	64
8/20/2007	88	59
8/21/2007	89	60
8/22/2007	88	63
8/23/2007	84	58
8/24/2007	86	56
8/25/2007	96	59
8/26/2007	97	74
8/27/2007	89	67
8/28/2007	92	69
8/29/2007	95	67
8/30/2007	98	69
8/31/2007	91	73
9/1/2007	94	65
9/2/2007	95	75
9/3/2007	96	67
9/4/2007	93	62
9/5/2007	75	60
9/6/2007	76	54
9/7/2007	85	55
9/8/2007	83	57
9/9/2007	77	55
9/10/2007	76	48
9/11/2007	82	49
9/12/2007	90	56
9/13/2007	90	60
9/14/2007	91	67
9/15/2007	89	59
9/16/2007	85	59
9/17/2007	76	50
9/18/2007	76	49
9/19/2007	83	46
9/20/2007	86	56
9/21/2007	84	51
9/22/2007	79	59
9/23/2007	67	45
9/24/2007	56	42
9/25/2007	62	39
9/26/2007	69	43
9/27/2007	76	45
9/28/2007	80	58
9/29/2007	68	35
9/30/2007	62	36
10/1/2007	76	44
10/2/2007	64	39
10/3/2007	79	48
10/4/2007	76	42
10/5/2007	69	45
10/6/2007	45	38
10/7/2007	53	37
10/8/2007	66	39
10/9/2007	80	43
10/10/2007	80	48
10/11/2007	62	41
10/12/2007	60	42
10/13/2007	59	48
10/14/2007	63	47
10/15/2007	68	42
10/16/2007	68	45
10/17/2007	49	38
10/18/2007	51	36
10/19/2007	73	47
10/20/2007	66	34
10/21/2007	48	34
10/22/2007	52	32
10/23/2007	57	34
10/24/2007	64	37
10/25/2007	67	38
10/26/2007	59	40
10/27/2007	59	39
10/28/2007	62	38
10/29/2007	66	38
10/30/2007	64	46
10/31/2007	56	38
11/1/2007	56	36
11/2/2007	55	33
11/3/2007	57	29
11/4/2007	59	33
11/5/2007	59	33
11/6/2007	59	32
11/7/2007	60	29
11/8/2007	62	32
11/9/2007	62	34
11/10/2007	67	47
11/11/2007	54	36
11/12/2007	51	31
11/13/2007	64	38
11/14/2007	45	28
11/15/2007	52	27
11/16/2007	61	28
11/17/2007	65	42
11/18/2007	68	42
11/19/2007	71	46
11/20/2007	46	25
11/21/2007	39	24
11/22/2007	37	19
11/23/2007	42	22
11/24/2007	44	22
11/25/2007	47	23
11/26/2007	45	23
11/27/2007	45	26
11/28/2007	34	26
11/29/2007	42	29
11/30/2007	43	26
12/1/2007	33	22
12/2/2007	36	20
12/3/2007	45	27
12/4/2007	43	24
12/5/2007	42	25
12/6/2007	44	34
12/7/2007	39	32
12/8/2007	34	29
12/9/2007	32	24
12/10/2007	31	24
12/11/2007	31	18
12/12/2007	30	14
12/13/2007	28	13
12/14/2007	27	15
12/15/2007	28	13
12/16/2007	34	17
12/17/2007	33	18
12/18/2007	40	23
12/19/2007	43	35
12/20/2007	48	29
12/21/2007	30	14
12/22/2007	26	9
12/23/2007	32	23
12/24/2007	42	27
12/25/2007	28	13
12/26/2007	25	12
12/27/2007	23	5
12/28/2007	26	10
12/29/2007	33	21
12/30/2007	35	20
12/31/2007	28	12
