8/15/2008	85	61
8/16/2008	82	59
8/17/2008	88	56
8/18/2008	96	64
8/19/2008	96	69
8/20/2008	90	61
8/21/2008	96	66
8/22/2008	86	61
8/23/2008	95	61
8/24/2008	99	67
8/25/2008	98	72
8/26/2008	84	60
8/27/2008	85	56
8/28/2008	84	56
8/29/2008	89	53
8/30/2008	99	63
8/31/2008	89	55
9/1/2008	63	47
9/2/2008	70	47
9/3/2008	75	50
9/4/2008	81	52
9/5/2008	75	50
9/6/2008	79	51
9/7/2008	84	55
9/8/2008	85	54
9/9/2008	83	63
9/10/2008	73	58
9/11/2008	71	49
9/12/2008	76	49
9/13/2008	81	51
9/14/2008	83	52
9/15/2008	84	51
9/16/2008	88	55
9/17/2008	86	61
9/18/2008	84	57
9/19/2008	84	58
9/20/2008	82	56
9/21/2008	75	51
9/22/2008	66	50
9/23/2008	72	48
9/24/2008	82	48
9/25/2008	88	60
9/26/2008	82	55
9/27/2008	86	55
9/28/2008	84	55
9/29/2008	86	57
9/30/2008	86	59
10/1/2008	85	57
10/2/2008	84	55
10/3/2008	77	58
10/4/2008	71	50
10/5/2008	61	47
10/6/2008	65	48
10/7/2008	73	46
10/8/2008	68	47
10/9/2008	63	42
10/10/2008	49	32
10/11/2008	47	33
10/12/2008	40	33
10/13/2008	46	33
10/14/2008	54	33
10/15/2008	67	37
10/16/2008	66	38
10/17/2008	71	42
10/18/2008	77	46
10/19/2008	70	42
10/20/2008	71	47
10/21/2008	54	38
10/22/2008	50	29
10/23/2008	58	31
10/24/2008	60	31
10/25/2008	70	37
10/26/2008	64	37
10/27/2008	69	37
10/28/2008	71	38
10/29/2008	70	37
10/30/2008	77	41
10/31/2008	73	53
11/1/2008	74	56
11/2/2008	65	45
11/3/2008	56	41
11/4/2008	55	34
11/5/2008	37	28
11/6/2008	44	25
11/7/2008	48	35
11/8/2008	57	33
11/9/2008	55	41
11/10/2008	44	39
11/11/2008	49	37
11/12/2008	49	42
11/13/2008	58	40
11/14/2008	48	31
11/15/2008	48	28
11/16/2008	56	32
11/17/2008	58	29
11/18/2008	57	29
11/19/2008	57	32
11/20/2008	59	31
11/21/2008	48	30
11/22/2008	48	26
11/23/2008	48	27
11/24/2008	50	26
11/25/2008	50	29
11/26/2008	50	28
11/27/2008	49	34
11/28/2008	47	32
11/29/2008	46	34
11/30/2008	52	39
12/1/2008	57	36
12/2/2008	57	39
12/3/2008	47	37
12/4/2008	44	28
12/5/2008	43	24
12/6/2008	47	26
12/7/2008	46	26
12/8/2008	37	25
12/9/2008	36	20
12/10/2008	43	25
12/11/2008	44	25
12/12/2008	47	29
12/13/2008	49	19
12/14/2008	29	20
12/15/2008	30	19
12/16/2008	31	14
12/17/2008	31	12
12/18/2008	33	21
12/19/2008	34	18
12/20/2008	26	15
12/21/2008	32	15
12/22/2008	40	25
12/23/2008	30	20
12/24/2008	34	18
12/25/2008	41	24
12/26/2008	24	14
12/27/2008	26	8
12/28/2008	34	25
12/29/2008	38	21
12/30/2008	37	17
12/31/2008	36	13
